IDENT_MEN;A0111;A0112;A0113;A0114;A0115;A0116;A0117;A0118;A0119;A0121;A0122;A0211;A0212;A0213
03803;0;1123;991;0;0;0;38;0;0;0;0;0;0;0
03804;0;0;0;0;0;295;0;0;0;0;0;0;0;0
03825;0;0;0;0;0;242;508;0;0;0;0;0;0;0
03826;0;0;0;356;0;0;298;0;0;0;0;0;0;0
03828;0;0;0;0;0;0;3161;0;0;0;0;0;0;0
03837;0;0;0;0;0;1642;977;63;0;0;0;0;0;0
03840;0;0;0;0;0;258;384;0;0;0;0;0;0;0
03844;0;0;0;0;0;920;0;0;0;0;0;0;0;0
03846;0;401;0;178;0;0;475;76;0;0;0;0;0;0
03847;0;0;0;0;0;0;0;63;0;0;0;0;0;0
03852;0;4700;3954;0;0;0;1910;0;0;0;0;0;0;0
03862;0;0;0;0;0;3087;0;0;0;0;0;0;0;0
03865;0;193;0;267;0;149;305;0;0;0;0;0;0;0
03869;0;0;0;0;0;19;130;25;0;0;0;0;0;0
03870;0;0;0;0;0;142;217;0;0;0;0;0;0;0
03874;0;0;0;0;0;0;4362;0;0;0;0;0;0;0
03878;0;0;0;0;0;2576;656;0;0;0;0;0;0;0
03892;0;0;0;0;0;0;270;62;0;0;0;0;0;0
03895;0;0;0;0;0;0;0;63;0;0;0;0;0;0
03898;0;0;0;0;0;0;2184;0;0;0;0;0;0;0
03899;0;0;0;0;0;578;0;0;0;0;0;0;0;0
03902;0;0;0;0;0;0;87;0;0;0;0;0;0;0
03903;0;0;0;0;0;258;1587;0;0;0;0;0;0;0
03905;0;2771;0;263;0;0;970;0;0;0;0;0;0;0
03915;0;0;0;0;0;200;459;0;0;0;0;0;0;0
03917;0;0;0;0;0;0;2564;0;0;0;0;0;0;0
03927;0;0;0;0;0;963;0;0;0;0;0;0;0;0
03928;0;0;0;0;0;699;1095;63;0;0;0;0;0;0
03936;0;634;0;0;0;0;954;309;0;0;0;0;0;0
03946;0;0;0;0;0;0;1265;0;0;0;0;0;0;0
03947;0;0;0;0;0;0;519;0;0;0;0;0;0;0
03959;0;2349;0;229;0;0;0;0;0;0;0;0;0;0
03966;0;0;0;0;0;0;459;0;0;0;0;0;0;0
03969;0;0;0;0;0;2576;872;0;0;0;0;0;0;0
03971;0;233;0;0;0;0;0;0;0;0;0;0;0;0
03973;0;0;0;0;0;0;346;0;0;0;0;0;0;0
03975;0;0;0;0;0;121;14;0;0;0;0;0;0;0
03976;0;0;0;0;0;20;0;0;0;0;0;0;0;0
03977;0;0;0;89;0;0;115;0;0;0;0;0;0;0
03982;0;0;0;0;0;0;95;0;0;0;0;0;0;0
03984;0;0;0;0;0;242;0;0;0;0;0;0;0;0
03986;0;0;0;45;0;0;0;0;0;0;0;0;0;0
03994;0;0;0;148;0;0;1417;0;0;0;0;0;0;0
03999;0;0;0;0;0;0;869;0;0;0;0;0;0;0
04000;0;0;0;0;0;859;764;0;0;0;0;0;0;0
04008;0;0;0;0;0;0;640;0;0;0;0;0;0;0
04010;0;0;0;0;0;0;1394;0;0;0;0;0;0;0
04014;0;0;0;0;0;0;386;0;0;0;0;0;0;0
04018;0;401;0;0;0;0;0;0;0;0;0;0;0;0
04029;0;0;0;178;0;186;328;0;0;0;0;0;0;0
04031;0;0;0;0;0;93;229;63;0;0;0;0;0;0
04033;0;0;0;0;0;294;0;0;0;0;0;0;0;0
04056;0;0;0;45;0;753;0;0;0;0;0;0;0;0
04064;0;0;0;178;0;0;0;0;0;0;0;0;0;0
04066;0;0;0;45;0;0;179;0;0;0;0;0;0;0
04070;0;0;0;0;0;125;0;0;0;0;0;0;0;0
04072;0;470;0;0;0;0;0;0;0;0;0;0;0;0
04078;0;714;0;0;0;0;0;0;0;0;0;0;0;0
04088;0;0;0;0;0;0;2051;0;0;0;0;0;0;0
04099;0;0;0;0;0;0;0;51;0;0;0;0;0;0
04105;0;0;0;371;0;0;0;0;0;0;0;0;0;0
04110;0;0;0;178;0;200;442;51;0;0;0;0;0;0
04132;0;0;0;0;0;0;0;19;0;0;0;0;0;0
04133;0;0;0;148;0;0;641;0;0;0;0;0;0;0
04135;0;0;0;0;0;0;1229;0;0;0;0;0;0;0
04138;0;0;0;59;0;0;0;0;0;0;0;0;0;0
04140;0;0;0;0;0;0;191;0;0;0;0;0;0;0
04141;0;0;0;0;0;0;229;988;0;0;0;0;0;0
04147;0;0;0;0;0;0;747;0;0;0;0;0;0;0
04150;0;0;0;0;0;0;357;0;0;0;0;0;0;0
04153;0;0;0;0;0;0;849;0;0;0;0;0;0;0
04154;0;0;0;0;0;448;326;0;0;0;0;0;0;0
04157;0;0;0;0;0;0;0;25;0;0;0;0;0;0
04160;0;0;0;0;0;799;128;0;0;0;0;0;0;0
04166;0;233;0;0;0;0;513;0;0;0;0;0;0;0
04168;0;634;0;0;0;577;840;0;0;0;0;0;0;0
04171;0;0;0;0;0;0;112;0;0;0;0;0;0;0
04172;0;0;0;0;0;336;0;0;0;0;0;0;0;0
04180;0;0;0;0;0;0;1838;0;0;0;0;0;0;0
04182;0;466;596;0;0;0;66;0;0;0;0;0;0;0
04183;0;0;0;0;0;587;0;0;0;0;0;0;0;0
04192;0;0;0;0;0;167;0;0;0;0;0;0;0;0
04193;0;643;0;161;0;813;603;0;0;0;0;0;0;0
04196;0;0;0;0;0;0;0;25;0;0;0;0;0;0
04206;0;0;0;0;0;40;0;0;0;0;0;0;0;0
04208;0;0;0;0;0;0;337;0;0;0;0;0;0;0
04217;0;0;0;0;0;0;1149;0;0;0;0;0;0;0
04223;0;0;0;0;0;610;103;0;0;0;0;0;0;0
04227;0;714;0;0;0;0;0;63;0;0;0;0;0;0
04233;0;0;0;0;0;0;66;0;0;0;0;0;0;0
04242;0;0;0;0;0;42;1086;0;0;0;0;0;0;0
04251;0;0;0;0;0;121;693;62;0;0;0;0;0;0
04252;0;915;0;172;0;0;2051;0;0;0;0;0;0;0
04267;0;0;0;0;0;477;0;0;0;0;0;0;0;0
04273;0;0;0;0;0;121;0;25;0;0;0;0;0;0
04283;0;0;0;0;0;0;115;0;0;0;0;0;0;0
04286;0;0;0;0;0;56;1024;0;0;0;0;0;0;0
04287;0;0;0;0;0;0;1342;0;0;0;0;0;0;0
04292;0;0;0;0;0;0;283;0;0;0;0;0;0;0
04293;0;0;0;0;0;0;470;0;0;0;0;0;0;0
04294;0;0;0;0;0;829;645;0;0;0;0;0;0;0
04295;0;0;0;0;0;78;928;51;0;0;0;0;0;0
04297;0;0;0;0;0;1217;448;0;0;0;0;0;0;0
04301;0;841;0;178;0;466;416;62;0;0;0;0;0;0
04306;0;0;0;0;0;0;0;63;0;0;0;0;0;0
04307;0;4533;2361;3929;0;2824;525;0;0;0;0;0;0;0
04311;0;0;0;89;0;0;131;0;0;0;0;0;0;0
04315;0;0;0;0;0;77;0;0;0;0;0;0;0;0
04316;0;233;0;178;0;101;527;0;0;0;0;0;0;0
04317;0;0;0;0;0;942;1157;0;0;0;0;0;0;0
04318;0;0;0;2;0;896;2148;0;0;0;0;0;0;0
04321;0;0;0;0;0;813;0;0;0;0;0;0;0;0
04330;0;0;0;0;0;0;378;0;0;0;0;0;0;0
04334;0;0;0;0;0;255;86;0;0;0;0;0;0;0
04336;0;0;0;178;0;0;480;0;0;0;0;0;0;0
04342;0;0;0;0;0;336;0;0;0;0;0;0;0;0
04352;0;12602;0;0;0;392;1026;0;0;0;0;0;0;0
04356;0;0;0;0;0;265;547;0;0;0;0;0;0;0
04372;0;0;0;0;0;121;1136;0;0;0;0;0;0;0
04376;0;0;0;0;0;0;28;0;0;0;0;0;0;0
04383;0;0;0;0;0;968;0;0;0;0;0;0;0;0
04384;0;0;0;0;0;351;894;0;0;0;0;0;0;0
04388;0;0;0;0;0;0;130;0;0;0;0;0;0;0
04398;0;245;0;356;0;0;0;0;0;0;0;0;0;0
04399;0;0;0;0;0;556;306;0;0;0;0;0;0;0
04400;0;0;0;0;0;153;1134;0;0;0;0;0;0;0
04405;0;0;0;0;0;0;249;0;0;0;0;0;0;0
04406;0;0;0;0;0;70;109;0;0;0;0;0;0;0
04415;0;0;791;178;0;200;444;0;0;0;0;0;0;0
04427;0;0;0;0;0;121;115;0;0;0;0;0;0;0
04428;0;0;0;0;0;748;460;0;0;0;0;0;0;0
04430;0;0;0;0;0;0;787;0;0;0;0;0;0;0
04431;0;0;0;0;0;1403;418;0;0;0;0;0;0;0
04451;0;0;0;0;0;560;326;0;0;0;0;0;0;0
04454;0;0;0;89;0;0;137;25;0;0;0;0;0;0
04460;0;0;0;0;0;42;109;0;0;0;0;0;0;0
04470;0;233;0;178;0;0;844;126;0;0;0;0;979;0
04471;0;0;0;148;0;0;0;0;0;0;0;0;0;0
04472;0;0;0;0;0;0;54;0;0;0;0;0;0;0
04474;0;0;0;0;0;121;1604;0;0;0;0;0;0;0
04494;0;0;0;0;0;0;544;0;0;0;0;0;0;0
04502;0;0;0;45;0;1220;0;0;0;0;0;0;0;0
04503;0;0;0;0;0;0;1078;0;0;0;0;0;0;0
04508;0;0;0;119;0;0;0;0;0;0;0;0;0;0
04516;0;0;423;0;0;0;0;0;0;0;0;0;0;0
04517;0;0;0;0;0;0;1031;95;0;0;0;0;0;0
04525;0;0;0;45;0;1821;153;0;0;0;0;0;0;0
04526;0;0;0;0;0;0;812;101;0;0;0;0;0;0
04529;0;0;0;0;0;42;1086;0;0;0;0;0;0;0
04533;0;0;0;0;0;84;0;0;0;0;0;0;0;0
04534;0;0;0;0;0;0;0;25;0;0;0;0;0;0
04536;0;0;0;0;0;223;1086;0;0;0;0;0;0;0
04543;0;0;0;0;0;0;546;0;0;0;0;0;0;0
04555;0;2754;0;0;0;859;0;0;0;0;0;0;0;0
04563;0;401;0;0;0;242;641;126;0;0;0;0;0;0
04567;0;0;0;0;0;0;492;0;0;0;0;0;0;0
04568;0;0;0;0;0;0;328;0;0;0;0;0;0;0
04572;0;0;0;0;0;2847;0;0;0;0;0;0;0;0
04585;0;0;0;0;0;1220;0;0;0;0;0;0;0;0
04589;0;0;0;0;0;42;0;0;0;0;407;0;0;0
04590;0;0;0;0;0;242;175;0;0;0;0;0;0;0
04595;0;0;0;0;0;0;217;62;0;0;0;0;0;0
04613;0;0;0;0;0;0;230;0;0;0;0;0;0;0
04625;0;0;0;371;0;2184;363;0;0;0;0;0;0;0
04626;0;0;0;0;0;0;306;0;0;0;0;0;0;0
04630;0;0;0;0;0;0;131;0;0;0;0;0;0;0
04633;0;0;0;0;0;606;128;0;0;0;0;0;0;0
04635;0;0;0;0;0;0;499;0;0;0;0;0;0;0
04644;0;0;0;119;0;0;192;51;0;0;0;0;0;0
04645;0;0;0;89;0;0;0;0;0;0;0;0;0;0
04646;0;916;0;89;0;1220;817;62;0;0;0;0;0;0
04648;0;0;0;0;0;0;326;0;0;0;0;0;0;0
04651;0;0;0;0;0;48;0;0;0;0;0;0;0;0
04656;0;0;0;0;0;42;217;0;0;0;0;0;0;0
04659;0;214;0;0;0;260;1396;88;0;0;0;0;0;0
04660;0;0;535;0;0;485;835;0;0;0;0;0;0;0
04663;0;714;0;59;0;0;5049;0;0;0;0;0;0;0
04681;0;71;0;30;0;242;196;0;0;0;0;0;0;0
04683;0;0;0;0;0;618;0;0;0;0;0;0;0;0
04694;0;0;0;0;0;3778;164;0;0;0;0;0;0;0
04695;0;0;0;0;0;0;487;0;0;0;0;0;0;0
04699;0;0;0;0;0;1320;614;0;0;0;0;0;0;0
04701;0;0;0;0;0;549;12771;0;0;0;0;0;0;0
04703;0;0;0;0;0;121;0;0;0;0;0;0;0;0
04705;0;0;0;0;0;200;1643;0;0;0;0;0;0;0
04716;0;0;0;0;0;0;369;0;0;0;0;0;0;0
04717;0;0;261;178;0;0;869;0;0;0;0;0;0;0
04722;0;0;0;0;0;2568;1091;0;0;0;0;0;0;0
04724;0;0;0;0;0;0;336;0;0;0;0;0;0;0
04725;0;0;0;0;2562;0;0;0;0;0;0;0;0;0
04731;0;0;0;0;0;0;1920;0;0;0;0;0;0;0
04739;0;0;0;0;0;0;955;0;0;0;0;0;0;0
04741;0;0;0;0;0;298;0;0;0;0;0;0;0;0
04755;0;0;0;0;0;0;197;0;0;0;0;0;0;0
04756;0;0;0;0;0;0;0;101;0;0;0;0;0;0
04761;0;4533;0;89;0;0;803;0;0;0;0;0;0;0
04762;0;0;0;0;0;186;687;0;0;0;0;0;0;0
04764;0;0;791;498;0;98;271;0;0;0;67;0;0;0
04766;0;0;0;0;0;0;459;0;0;0;0;0;0;0
04768;0;0;0;0;0;61;440;0;0;0;0;0;0;0
04772;0;0;0;0;0;0;750;63;0;0;0;0;0;0
04784;0;0;0;0;0;3275;0;0;0;0;0;0;0;0
04789;0;0;0;178;0;0;825;0;0;0;0;0;0;0
04794;0;0;0;0;0;0;652;0;0;0;0;0;0;0
04796;107;0;0;0;0;194;163;0;0;0;0;0;0;0
04797;0;0;0;0;0;0;2225;0;0;0;0;0;0;0
04818;0;623;0;148;0;877;1725;0;0;0;0;0;0;0
04823;0;0;0;0;0;79;191;0;0;0;0;0;0;0
04828;0;0;0;0;0;96;217;0;0;0;0;0;0;0
04830;0;0;0;0;0;140;77;0;0;0;0;0;0;0
04832;0;0;0;148;0;0;0;0;0;0;0;0;0;0
04833;0;0;0;0;0;1433;0;0;0;0;0;0;0;0
04836;0;0;0;0;0;0;801;0;0;0;0;0;0;0
04838;0;0;0;0;0;0;1457;0;0;0;0;0;0;0
04839;0;0;0;0;0;0;1048;0;0;0;0;0;0;0
04847;0;0;0;89;0;407;1026;63;0;0;0;0;0;0
04853;0;0;0;0;0;144;0;0;0;0;0;0;0;0
04855;0;0;0;89;0;0;110;0;0;0;0;0;0;0
04862;0;0;0;0;0;293;895;0;0;0;0;0;0;0
04864;0;0;0;0;0;673;109;0;0;0;0;0;0;0
04876;0;0;0;0;0;0;1026;0;0;0;0;0;0;0
04882;0;0;0;0;0;1491;584;0;0;0;0;0;0;0
04883;0;0;0;0;0;400;0;0;0;0;0;0;0;0
04884;0;0;0;0;0;0;131;0;0;0;0;0;0;0
04889;0;0;0;0;0;98;0;0;0;0;0;0;0;0
04891;0;0;0;0;0;0;343;51;0;0;0;0;0;0
04900;0;0;0;0;0;0;109;0;0;0;0;0;0;0
04901;0;0;0;0;0;182;670;13;77;0;0;0;0;0
04928;0;0;0;0;0;813;1751;0;0;0;0;0;0;0
04929;0;0;0;0;0;0;109;0;0;0;0;0;0;0
04943;0;233;0;223;0;1546;499;112;0;0;0;0;0;0
04948;0;0;0;0;0;1467;1086;0;0;0;0;0;0;0
04949;0;0;0;0;0;101;1359;0;0;0;0;0;0;0
04952;0;0;0;0;0;0;2013;0;0;0;0;0;0;0
04953;0;1846;3431;0;0;300;850;0;0;0;0;0;0;0
04954;0;0;0;0;0;30;73;30;0;0;0;0;0;0
04956;0;0;0;0;0;0;955;0;0;0;0;0;0;0
04957;0;0;0;0;0;0;172;0;0;0;0;0;0;0
04959;0;0;0;89;0;0;0;0;0;0;0;0;0;0
04960;0;0;0;0;0;363;0;0;0;0;0;0;0;0
04964;0;0;0;0;0;766;0;0;0;0;0;0;0;0
04972;0;0;0;0;0;0;0;13;0;0;0;0;0;0
04976;0;0;0;0;0;0;0;253;0;0;0;0;0;0
04982;0;2520;0;371;0;307;1374;0;0;0;0;0;0;0
04986;0;0;0;74;0;0;0;0;0;0;0;0;0;0
04989;0;0;0;59;0;0;847;0;0;0;0;0;0;0
04995;0;0;0;0;0;1;95;0;0;0;0;0;0;0
04999;0;0;0;0;0;559;768;0;0;0;0;0;0;0
05000;0;0;0;0;0;42;0;0;0;0;0;0;0;0
05010;0;0;0;0;0;196;0;0;0;0;0;0;0;0
05013;0;0;0;0;0;0;423;0;0;0;0;0;0;0
05015;0;0;0;0;366;0;0;0;0;0;0;0;0;0
05023;0;0;0;89;0;0;0;0;0;0;0;0;0;0
05024;0;0;0;0;0;813;205;0;0;0;0;0;0;0
05026;0;0;0;75;0;0;0;0;0;0;0;0;0;0
05027;0;0;0;0;0;289;217;0;0;0;0;0;0;0
05030;0;0;0;0;0;920;109;0;0;0;0;0;0;0
05034;0;0;0;0;0;2043;0;0;0;0;0;0;0;0
05042;0;0;0;0;0;121;0;0;0;0;0;0;0;0
05045;0;0;0;0;0;0;153;38;0;0;0;0;0;0
05048;0;0;0;0;0;63;0;0;0;0;0;0;0;0
05049;0;0;0;0;0;978;1303;0;0;0;0;0;0;0
05056;0;0;0;0;0;2993;0;0;0;0;0;0;0;0
05062;0;0;0;104;0;299;0;0;0;0;0;0;0;0
05067;0;0;0;0;0;0;0;126;0;0;0;0;0;0
05069;0;0;0;0;0;0;582;0;0;0;0;0;0;0
05071;0;0;0;0;0;0;756;0;0;0;0;0;0;0
05072;0;1185;0;89;0;0;2292;0;0;0;0;0;0;0
05076;0;0;0;0;0;963;546;0;0;0;0;0;0;0
05079;0;0;0;0;0;0;391;95;0;0;0;0;0;0
05083;0;0;0;0;0;0;892;0;0;0;0;0;0;0
05090;0;0;0;0;0;0;812;0;0;0;0;0;0;0
05091;0;0;0;0;0;590;886;0;0;0;0;0;0;0
05092;0;0;0;0;0;429;0;0;0;0;0;0;0;0
05104;0;0;0;0;0;0;0;379;0;0;0;0;0;0
05106;0;0;0;0;0;0;191;0;0;0;0;0;0;0
05108;0;0;0;0;0;204;1582;0;0;0;0;0;0;0
05110;0;0;0;0;0;0;1606;0;0;0;0;0;0;0
05113;0;0;0;0;0;42;109;0;0;0;0;0;0;0
05116;0;0;0;0;0;98;98;0;0;0;0;0;0;0
05122;0;0;0;178;0;0;0;0;0;0;0;0;0;0
05124;0;0;0;0;0;0;191;0;0;0;0;0;0;0
05133;0;0;0;0;0;0;562;0;0;0;0;0;0;0
05135;0;2389;0;293;0;369;1287;0;0;0;0;0;131;0
05136;0;0;0;148;0;0;0;0;0;0;0;0;0;0
05137;0;2046;0;350;0;121;0;62;0;0;0;0;0;0
05140;0;0;0;0;0;753;0;0;0;0;0;0;0;0
05142;0;0;0;0;0;498;2024;0;0;0;0;0;0;0
05145;0;0;0;0;0;0;218;0;0;0;0;0;0;0
05147;0;0;0;584;0;0;0;0;0;0;0;0;0;0
05158;0;0;0;0;0;300;575;0;0;0;0;0;0;0
05161;0;0;0;0;0;0;751;0;0;0;0;0;0;0
05162;0;1260;0;439;0;121;594;0;0;0;0;0;0;0
05169;0;0;0;0;0;0;768;0;0;0;0;0;0;0
05170;0;0;0;0;0;0;641;0;0;0;0;0;620;0
05172;0;286;0;59;0;1258;428;0;0;0;0;621;0;0
05180;0;0;0;0;0;98;0;0;0;0;0;0;0;0
05184;0;898;0;172;0;0;0;0;0;0;0;0;0;0
05190;0;0;0;0;0;2323;0;0;0;0;0;0;0;0
05198;0;0;0;0;0;0;191;0;0;0;0;0;0;0
05199;0;0;0;0;0;0;581;0;0;0;0;0;0;0
05204;0;0;0;0;0;596;2794;0;0;0;0;0;0;0
05207;0;0;0;0;0;0;1949;0;0;0;0;0;0;0
05222;0;0;0;0;0;0;43;0;0;0;0;0;0;0
05223;0;0;0;0;0;0;638;0;0;0;0;0;0;0
05224;0;0;0;0;0;42;0;0;0;0;0;0;0;0
05230;0;0;0;0;0;0;1215;0;0;0;0;0;0;0
05233;0;0;0;0;0;193;0;0;0;0;0;0;0;0
05240;0;0;0;0;0;343;1894;0;0;0;0;0;0;0
05248;0;0;0;0;0;47;768;32;0;0;0;0;0;0
05249;0;0;0;0;0;48;191;0;0;0;0;0;0;0
05256;0;0;0;89;0;0;229;0;0;0;0;0;0;0
05257;0;0;0;0;0;0;0;63;0;0;0;0;0;0
05258;0;0;0;0;0;0;393;0;0;0;0;0;0;0
05260;0;0;0;0;0;0;0;123;0;0;0;0;0;0
05265;0;0;0;0;0;0;382;0;0;0;0;0;0;0
05271;0;0;0;0;0;6397;1746;0;0;0;0;0;0;0
05272;0;0;0;0;0;407;455;63;0;0;0;0;0;0
05273;0;0;0;0;0;1770;0;0;0;0;0;0;0;0
05277;0;0;0;0;0;86;0;0;0;0;0;0;0;0
05282;0;0;0;0;0;0;305;0;0;0;0;0;0;0
05283;0;0;0;0;0;0;98;0;0;0;0;0;0;0
05291;0;0;0;0;0;203;0;0;0;0;0;0;0;0
05292;0;0;0;0;0;481;348;0;0;0;0;0;0;0
05299;0;0;0;0;0;0;154;0;0;0;0;0;0;0
05300;0;0;0;0;0;520;780;84;0;0;0;0;0;0
05301;0;0;0;0;0;799;815;0;0;0;0;0;0;0
05303;0;0;0;0;0;0;651;0;0;0;0;0;0;0
05305;0;0;0;0;0;4427;0;91;0;0;0;0;0;0
05306;0;0;0;0;0;0;0;63;0;0;0;0;0;0
05307;0;0;0;0;0;42;326;0;0;0;0;0;0;0
05320;0;0;0;0;0;0;17;0;0;0;0;0;0;0
05322;0;0;0;0;0;121;0;0;0;0;0;0;0;0
05325;0;0;0;0;0;18;34;88;0;0;0;0;0;0
05327;0;0;0;0;0;0;124;0;0;0;0;0;0;0
05338;0;0;0;0;0;0;128;0;0;0;0;0;0;0
05342;0;0;0;0;0;0;218;0;0;0;0;0;0;0
05345;0;0;0;0;0;1592;0;0;0;0;0;0;0;0
05351;0;0;0;0;0;704;0;0;0;0;0;0;0;0
05355;0;0;0;0;0;215;305;0;0;0;0;0;0;0
05356;0;0;0;74;0;0;0;0;0;0;0;0;0;0
05363;0;940;0;0;0;0;131;0;0;0;0;0;0;0
05369;0;0;0;0;0;0;164;0;0;0;0;0;0;0
05379;0;0;0;0;0;1073;1500;123;0;0;0;0;0;0
05385;0;0;0;89;0;0;0;0;0;0;0;0;0;0
05386;0;1554;0;0;0;609;219;0;0;0;0;0;0;0
05389;0;0;0;178;0;299;336;101;0;0;0;0;0;0
05391;0;0;0;0;0;595;0;0;0;0;0;0;0;0
05396;0;0;0;0;0;0;609;0;0;0;0;0;0;0
05403;0;3760;0;0;0;0;0;0;0;0;0;0;0;0
05411;0;436;0;178;0;2033;458;62;0;0;0;0;0;0
05413;0;0;0;0;0;0;66;0;0;0;0;0;0;0
05415;0;0;0;0;0;1288;0;0;0;0;0;0;0;0
05431;0;0;0;0;0;0;0;76;0;0;0;0;0;0
05432;0;0;0;0;0;0;492;0;0;0;0;0;0;0
05436;0;0;0;0;0;0;142;0;0;0;0;0;0;0
05442;0;0;0;0;0;398;764;0;0;0;0;0;0;0
05445;0;2520;0;0;0;920;327;0;0;0;0;0;0;0
05446;0;0;0;0;0;80;153;0;0;0;0;0;0;0
05448;0;607;175;178;0;0;0;167;0;0;0;835;310;0
05450;0;0;0;0;0;30;0;120;0;0;0;0;0;0
05453;0;0;0;0;0;199;5545;0;0;0;0;0;0;0
05456;0;0;0;0;0;0;2985;0;0;0;299;0;0;0
05457;0;0;0;0;0;0;431;0;0;0;0;0;0;0
05459;0;0;0;0;0;1999;862;0;0;0;0;0;0;0
05460;0;0;0;89;0;0;0;0;0;0;0;0;0;0
05465;0;0;0;0;0;983;1575;0;0;0;0;0;0;0
05468;0;0;0;74;0;0;131;0;0;0;0;0;0;0
05477;0;233;0;0;0;184;0;0;0;0;0;0;0;0
05478;0;0;0;0;0;727;4645;0;0;0;0;0;0;0
05486;0;0;0;0;0;0;628;0;0;0;0;0;0;0
05488;0;0;0;0;0;0;382;0;0;0;0;0;0;0
05489;0;0;0;0;0;0;50;0;0;0;0;0;0;0
05490;0;0;0;0;0;0;492;0;0;0;0;0;0;0
05492;0;0;0;0;0;324;519;253;0;0;0;0;0;0
05498;0;0;0;0;0;0;0;0;0;0;0;0;310;0
05503;0;0;0;0;0;1003;361;0;0;0;0;0;0;0
05504;0;0;0;0;0;363;0;0;0;0;0;0;0;0
05505;0;225;0;0;0;0;0;0;0;0;0;0;0;0
05512;0;1518;0;59;0;0;582;0;0;0;0;0;0;0
05513;0;0;0;0;0;0;191;0;0;0;0;0;0;0
05515;0;233;0;178;0;242;752;0;0;0;0;0;0;0
05521;0;0;0;0;0;595;0;0;0;0;0;0;0;0
05522;0;0;0;0;0;0;33;0;0;0;0;0;0;0
05523;0;0;0;0;0;0;352;0;0;0;0;0;0;0
05528;0;0;0;0;0;2583;66;0;0;0;0;0;0;0
05529;0;0;0;0;0;606;573;0;0;0;0;0;0;0
05532;0;0;0;0;0;242;684;0;0;0;0;0;0;0
05535;5691;0;0;0;0;0;0;0;0;0;0;0;0;0
05539;0;0;0;0;0;0;86;0;0;0;0;0;0;0
05548;0;0;0;89;0;0;1417;0;0;0;0;0;0;0
05552;0;0;0;0;0;0;230;0;0;0;0;0;0;0
05556;0;0;0;0;0;284;0;0;0;0;0;0;0;0
05559;0;0;0;89;0;0;868;0;0;0;0;0;0;0
05564;0;0;0;0;0;0;146;0;0;0;0;0;0;0
05575;0;0;0;0;0;489;0;0;0;0;0;0;0;0
05590;0;0;0;0;0;0;95;0;0;0;0;0;0;0
05592;0;0;0;0;0;1817;0;0;0;0;0;0;0;0
05599;0;0;0;178;0;0;1193;0;0;0;0;0;0;0
05605;0;0;0;0;0;12002;0;0;0;0;0;0;0;0
05611;0;0;1582;0;0;1489;0;0;0;0;0;0;0;0
05616;0;0;0;0;0;598;608;126;0;0;0;0;0;0
05621;0;0;0;0;0;193;0;0;0;0;0;0;0;0
05622;0;0;0;0;0;340;2158;0;0;0;0;0;0;0
05623;0;0;0;0;0;0;0;62;0;0;0;0;0;0
05624;0;0;0;0;0;0;420;0;0;0;0;0;0;0
05626;0;0;0;0;0;746;0;0;0;0;0;0;0;0
05629;0;466;1134;0;0;1365;0;0;0;0;0;0;0;0
05633;0;824;0;0;0;1211;4953;0;0;0;0;0;0;0
05636;0;0;0;0;0;0;126;0;0;0;0;0;0;0
05637;0;0;0;178;0;0;0;0;0;0;0;0;0;0
05647;0;0;0;0;0;298;217;0;0;0;0;0;0;0
05654;0;0;0;89;0;0;0;0;0;0;0;0;0;0
05658;0;0;0;0;0;215;383;0;0;0;0;0;0;0
05660;0;572;0;0;0;0;0;0;0;0;0;0;0;0
05662;0;0;0;0;0;0;0;51;0;0;0;0;0;0
05667;0;0;0;0;0;1213;0;0;0;0;0;0;0;0
05672;0;0;0;0;0;394;0;0;0;0;0;0;0;0
05673;0;286;0;45;0;0;743;0;0;0;0;0;0;0
05674;0;0;0;0;0;0;376;0;0;0;0;0;0;0
05677;0;0;0;0;0;0;386;51;0;0;0;0;0;0
05680;0;1570;0;848;0;0;439;0;0;0;0;0;0;0
05686;0;0;344;0;0;37;382;0;0;0;0;0;0;0
05691;0;0;0;0;0;0;66;0;0;0;0;0;0;0
05699;0;233;0;178;0;0;1449;0;0;0;0;0;0;0
05708;0;0;0;0;0;0;578;0;0;0;0;0;0;0
05712;0;0;0;0;0;240;0;0;0;0;0;0;0;0
05715;0;0;0;0;0;528;38;0;0;0;0;0;0;0
05718;0;1;0;59;0;0;162;0;0;0;0;0;0;0
05724;0;0;0;0;0;963;869;0;0;0;0;0;0;0
05728;0;0;0;148;0;1438;766;0;0;0;0;0;0;0
05730;0;0;0;0;0;200;0;0;0;0;0;0;0;0
05737;0;0;0;89;0;186;544;62;0;0;0;0;0;0
05740;0;0;0;0;0;0;1910;0;0;0;0;0;0;0
05746;0;1880;0;178;0;0;459;0;0;0;0;0;0;0
05747;0;0;0;0;0;0;296;0;0;0;0;0;0;0
05748;0;0;0;89;0;0;573;0;0;0;0;0;0;0
05751;0;0;0;0;0;232;0;0;0;0;0;0;0;0
05756;0;0;0;0;0;42;546;0;0;0;0;0;0;0
05759;0;0;0;0;0;429;453;126;0;0;0;0;0;0
05760;0;940;0;580;0;0;831;0;0;0;0;0;0;0
05770;0;0;0;0;0;578;543;0;0;0;0;0;0;0
05771;0;0;0;0;0;14141;54438;0;0;0;0;0;0;0
05778;0;0;0;0;0;1220;1337;0;0;0;0;0;0;0
